income,credit_score,loan_amount,years_employed,points,loan_approved
0.6735651659198003,-1.1521335095137046,1.0130760463666164,0.5570338401171905,-0.35849654797434194,0
-1.333960991569655,0.9659192909505365,-0.6943582215916856,0.6419604813913466,-0.09016080847258898,0
-1.662100362048948,0.06263206722313949,-0.9940674282013876,-0.6319391377209961,-0.6268322874760949,0
1.0617986477331127,-1.4324640272222073,1.6555112143989235,0.7268871226655028,-0.35849654797434194,0
-0.7116737074081111,-0.48556983407348764,1.539415259101907,-1.3962789091884016,-1.7001752454831067,0
-0.8262353578759569,0.7167366085429787,-0.42886528804101937,0.7268871226655028,0.4465106705309169,1
-0.9086617403138347,-1.251806582476728,1.0991095559924224,1.6610801766812209,-1.1635037664796009,0
-1.2267370873216485,-0.3111419563881972,1.4473270180294404,-0.037452648801902785,-1.7001752454831067,0
1.0424826833757492,-1.2891839848378615,-0.738008611090867,1.321373611584596,-0.09016080847258898,0
-1.3675464070738996,-0.7970481870829349,-0.48927179479956395,-1.056572344091777,-1.9685109849848597,0
0.8152735771061027,0.5983748343993888,-0.699497702935944,-1.056572344091777,0.9831821495344228,1
1.0584343055927912,-1.3016431189582394,0.06389128632151386,0.3022539162947219,-0.09016080847258898,0
1.6344038794259428,-0.005893170438938906,1.2459719955009585,0.047473992472253396,-0.35849654797434194,0
0.31601680466217935,1.5265803263675415,-1.2204862227648834,1.6610801766812209,2.3248608470431877,1
-1.4266834210748964,1.6760899358120762,-1.7088073543234676,1.4912268941329085,1.2515178890361758,1
0.48756925086909275,-1.2081996130554051,-1.3162354642469587,0.8967404052138152,0.17817493102916399,1
-0.15325091801370538,-0.6537681446985891,-0.4884973524052237,1.0665936877621276,-0.35849654797434194,0
-1.6363747458552824,0.673129639121656,0.3099527561596413,1.0665936877621276,-0.35849654797434194,0
-1.6439155127215204,-0.30491238932800824,-1.6782520816740405,-1.3962789091884016,-1.4318395059813538,0
-1.4010158107802018,-0.19278018224460725,-0.42654196085799845,0.8967404052138152,-1.7001752454831067,0
-0.9260345070556676,0.8849349191680802,-0.8329130063245711,-1.2264256266400893,0.4465106705309169,1
-0.8727270859012624,-1.0836082718516264,-1.4317681887117275,0.3871805575688781,-0.35849654797434194,0
0.1638963346105715,-0.8157368882635018,0.23511345932475444,-0.8017924202693084,-0.6268322874760949,0
0.5313637045922439,-1.0836082718516264,-1.4780235208100536,1.1515203290362837,0.17817493102916399,1
-1.656299772151842,1.35838201574244,-0.7251951096572363,0.3871805575688781,0.17817493102916399,1
0.37637194254156847,0.11246860370465105,0.24032334452304385,1.23644697031044,0.4465106705309169,1
-1.0012971609706194,-1.3203318201388063,-0.26447228887877977,-1.4812055504625579,-1.4318395059813538,0
0.9647547787545273,-1.1957404789350274,-0.8540341625338524,-1.3962789091884016,-0.6268322874760949,0
0.7133282096644628,-1.1895109118748384,0.2228631887233713,1.4063002528587523,-0.09016080847258898,0
0.9088950980453955,-0.8718029918052023,1.3876949536652363,-0.12237929007605897,-0.35849654797434194,0
0.31439263949098967,-1.0711491377312485,-1.3734033937200802,1.1515203290362837,0.17817493102916399,1
-0.1623868471016475,1.0842810650941264,0.7949649065787714,-0.12237929007605897,0.9831821495344228,1
-0.9191898109770824,-1.0462308694904927,-1.0918583814503602,-0.3771592138985275,-0.6268322874760949,0
-0.04953637065344803,0.48001306025579876,-0.7720840764418408,1.6610801766812209,0.4465106705309169,1
0.4828997760019223,-1.4262344601620183,-1.6950786027874347,0.047473992472253396,0.17817493102916399,1
-0.6996374833716159,-1.6504988743288203,-1.1952816430218076,-1.3962789091884016,-1.1635037664796009,0
1.3198378893058782,-0.7659003517819901,0.27158265571278023,-1.056572344091777,-0.35849654797434194,0
1.5474240339188365,-1.0524604365506816,-0.07959176819353725,1.23644697031044,-0.09016080847258898,0
-1.732490520450331,-0.5790133399763219,0.19089983899332555,-1.6510588330108702,-2.5051824639883655,0
1.1274033194693829,-0.005893170438938906,-0.9768888878178388,-1.2264256266400893,-0.09016080847258898,0
